recipients,suppliers,year,quantity,weapon description,status
Bahrain,United Kingdom,2017,2,transport aircraft,Second hand
Kenya,United Kingdom,1973,3,patrol craft,New
Malaysia,United Kingdom,2002,150,SAM,New
China,United Kingdom,1975,500,turbofan,New
Spain,United Kingdom,2001,2,minehunter,New
Oman,United Kingdom,2000,88,APC,New
India,United Kingdom,2006,20,FGA aircraft,New
unknown recipient(s),United Kingdom,1962,5,air search radar,New
Switzerland,United Kingdom,2002,2000,SAM,New
Greece,United Kingdom,2000,3,FAC,New
Denmark,United Kingdom,2001,14,transport helicopter,New
Australia,United Kingdom,1999,61,ground surv radar,New
United States,United Kingdom,1992,100,ground surv radar,New
Spain,United Kingdom,1996,50,ground surv radar,New
India,United Kingdom,1999,17,FGA aircraft,New
Saudi Arabia,United Kingdom,1997,50,ground surv radar,New
Turkiye,United Kingdom,1999,840,SAM,New
Singapore,United Kingdom,1966,1,landing ship,Second hand
Netherlands,United Kingdom,1964,2,frigate,New
Netherlands,United Kingdom,1962,4,frigate,New
India,United Kingdom,1978,10,transport aircraft,New
United States,United Kingdom,1997,8,towed gun,New
South Africa,United Kingdom,2002,12,trainer/combat aircraft,New
Australia,United Kingdom,1954,70,trainer aircraft,New
France,United Kingdom,1949,433,fighter aircraft,New
Brazil,United Kingdom,1940,4,destroyer,New
Italy,United Kingdom,1949,85,fighter aircraft,New
India,United Kingdom,1965,43,fighter aircraft,New
India,United Kingdom,1968,50,fighter aircraft,New
India,United Kingdom,1950,62,trainer aircraft,New
Australia,United Kingdom,1951,40,trainer aircraft,New
Switzerland,United Kingdom,1948,143,fighter aircraft,New
Switzerland,United Kingdom,1951,250,fighter aircraft,New
India,United Kingdom,1985,1,landing ship,New
United States,United Kingdom,1984,15,patrol craft,New
India,United Kingdom,1988,24,artillery locating radar,New
United States,United Kingdom,1989,12,patrol craft,New
Australia,United Kingdom,1951,50,bomber aircraft,New
Australia,United Kingdom,1963,2,frigate,New
Australia,United Kingdom,1957,4,frigate,New
United States,United Kingdom,1987,5,patrol craft,New
India,United Kingdom,2004,66,trainer/combat aircraft,New
Algeria,United Kingdom,1990,6,patrol craft,New
United States,United Kingdom,1987,16,patrol craft,New
United States,United Kingdom,1992,113,trainer aircraft,New
India,United Kingdom,1979,1,landing ship,New
Indonesia,United Kingdom,1975,16,aircraft engine,New
Japan,United Kingdom,1992,6,light transport aircraft,New
Finland,United Kingdom,1977,50,trainer/combat aircraft,New
Japan,United Kingdom,1989,3,light transport aircraft,New
Philippines,United Kingdom,1992,150,APC,New
Switzerland,United Kingdom,1987,20,trainer/combat aircraft,New
Pakistan,United Kingdom,1949,90,fighter aircraft,New
South Korea,United Kingdom,1986,500,portable SAM,New
Thailand,United Kingdom,1987,3,corvette,New
Denmark,United Kingdom,1979,6,turbofan,New
Argentina,United Kingdom,1980,4,aircraft engine,New
Turkiye,United Kingdom,1985,750,SAM,New
India,United Kingdom,1970,6,ASW helicopter,New
Argentina,United Kingdom,1967,4,aircraft engine,New
Netherlands,United Kingdom,1949,190,fighter aircraft,New
Argentina,United Kingdom,1968,16,aircraft engine,New
Rwanda,United Kingdom,1977,1,light transport aircraft,New
Argentina,United Kingdom,1974,10,turbofan,New
Italy,United Kingdom,1989,2,turbofan,New
South Yemen,United Kingdom,1967,4,transport aircraft,Second hand
Latvia,United Kingdom,2019,42,APC,Second hand
New Zealand,United Kingdom,2014,250,SAM,New
United States,United Kingdom,1965,1340,turbofan,New
Oman,United Kingdom,2012,8,trainer/combat aircraft,New
Kenya,United Kingdom,1979,12,trainer/combat aircraft,New
Latvia,United Kingdom,2014,50,light tank,Second hand
Egypt,United Kingdom,1954,200,tank destroyer,Second hand
Egypt,United Kingdom,1953,41,tank,New
Malaysia,United Kingdom,1960,3,light transport aircraft,Second hand
Malaysia,United Kingdom,1962,2,light transport aircraft,Second hand
South Korea,United Kingdom,2012,1,gas turbine,New
Bangladesh,United Kingdom,2018,2,transport aircraft,Second hand
Jordan,United Kingdom,1952,36,tank destroyer,Second hand
Peru,United Kingdom,1987,1,air refuel system,New
Guyana,United Kingdom,2018,2,light transport aircraft,Second hand
Egypt,United Kingdom,2021,2,replenishment ship,Second hand
Indonesia,United Kingdom,1996,5,APC,New
Venezuela,United Kingdom,1988,84,light tank,New
Indonesia,United Kingdom,1995,35,APC,New
Venezuela,United Kingdom,1988,11,APC,New
South Korea,United Kingdom,2017,3,gas turbine,New
India,United Kingdom,1975,100,vehicle engine,New
India,United Kingdom,1986,34,vehicle engine,New
India,United Kingdom,1970,200,tank chassis,New
India,United Kingdom,1961,2277,tank,New
Ghana,United Kingdom,2022,70,APV,Second hand
Saudi Arabia,United Kingdom,1966,1,SAM system,Second hand
Saudi Arabia,United Kingdom,1966,25,trainer/combat aircraft,New
Nigeria,United Kingdom,1960,1,patrol craft,New
Iraq,United Kingdom,1955,6,towed gun,Second hand
Iraq,United Kingdom,1953,55,tank,New
United States,United Kingdom,1966,3,support ship,New
United States,United Kingdom,1983,1,replenishment ship,Second hand
Syria,United Kingdom,1950,12,fighter aircraft,New
Saudi Arabia,United Kingdom,2015,22,trainer/combat aircraft,New
Brazil,United Kingdom,2019,1,support ship,Second hand
Saudi Arabia,United Kingdom,1966,2,fighter aircraft,Second hand
Egypt,United Kingdom,1955,12,trainer aircraft,New
Saudi Arabia,United Kingdom,1966,4,fighter aircraft,Second hand but modernized
South Africa,United Kingdom,2014,20,SAM,New
Canada,United Kingdom,2001,2,air refuel system,New
Sweden,United Kingdom,1955,160,tank,New
Sweden,United Kingdom,1952,80,tank,New
Philippines,United Kingdom,1974,31,light transport aircraft,New
Ecuador,United Kingdom,1954,12,fighter aircraft,Second hand
Ecuador,United Kingdom,1954,6,bomber aircraft,New
Japan,United Kingdom,2015,6,air refuel system,New
Austria,United Kingdom,1956,56,tank destroyer,Second hand
Bahrain,United Kingdom,2020,1,OPV,Second hand
Spain,United Kingdom,1984,3,air search radar,New
India,United Kingdom,1987,1,air search radar,New
Ukraine,United Kingdom,2022,10,APC,Second hand
Panama,United Kingdom,1969,2,patrol craft,New
Bangladesh,United Kingdom,1976,1,frigate,Second hand
Algeria,United Kingdom,2012,6,ASW helicopter,New
Argentina,United Kingdom,1967,6,minesweeper,Second hand but modernized
Pakistan,United Kingdom,1956,1,cruiser,Second hand but modernized
New Zealand,United Kingdom,1955,1,cruiser,Second hand but modernized
Kuwait,United Kingdom,1954,2,light transport aircraft,New
Cote d'Ivoire,United Kingdom,2016,4,APC,Second hand
Latvia,United Kingdom,2014,73,APC,Second hand
Mauritania,United Kingdom,2015,4,APC,Second hand
Germany,United Kingdom,2000,4,air refuel system,New
Argentina,United Kingdom,1977,3,aircraft engine,New
Iraq,United Kingdom,1955,2,light transport aircraft,New
United States,United Kingdom,1951,383,bomber aircraft,New
Latvia,United Kingdom,2019,40,light tank,Second hand
Germany,United Kingdom,1984,2,ASW helicopter,New
India,United Kingdom,1983,9,maritime patrol aircraft,New
India,United Kingdom,1980,3,maritime patrol aircraft,New
Australia,United Kingdom,1977,1,landing ship,New
UAE,United Kingdom,2009,2,SIGINT system,New
Greece,United Kingdom,1990,2,air search radar,New
Pakistan,United Kingdom,1966,3,air search radar,New
Pakistan,United Kingdom,1967,9,air search radar,New
Romania,United Kingdom,2003,2,frigate,Second hand but modernized
India,United Kingdom,1986,15,MP aircraft radar,New
Ireland,United Kingdom,2010,2,OPV,New
Iran,United Kingdom,1970,1250,SAM,New
Lesotho,United Kingdom,1978,2,light transport aircraft,New
Morocco,United Kingdom,2016,2,MP aircraft radar,New
Indonesia,United Kingdom,2013,3,frigate,New
Sweden,United Kingdom,1961,12,SAM system,New
Malaysia,United Kingdom,1993,34,SAM,New
Netherlands,United Kingdom,1954,190,fighter aircraft,New
Zambia,United Kingdom,1978,30,SAM,New
Venezuela,United Kingdom,1974,1,transport aircraft,New
Netherlands,United Kingdom,1978,8,ASW helicopter,New
Australia,United Kingdom,1997,33,trainer/combat aircraft,New
Netherlands,United Kingdom,1957,16,ASW aircraft,Second hand
India,United Kingdom,1956,144,fighter aircraft,New
India,United Kingdom,1950,333,fighter aircraft,New
Indonesia,United Kingdom,1978,1,ship engine,New
Australia,United Kingdom,1982,111,towed gun,New
Algeria,United Kingdom,1986,3,patrol craft,New
Singapore,United Kingdom,1968,6,patrol craft,New
Switzerland,United Kingdom,1980,60,SAM system,New
Algeria,United Kingdom,1981,6,patrol craft,New
Sweden,United Kingdom,1978,550,BVRAAM,New
Switzerland,United Kingdom,1980,1200,SAM,New
India,United Kingdom,1966,2,minesweeper,New
Australia,United Kingdom,1945,29,bomber aircraft,New
Australia,United Kingdom,1948,70,fighter aircraft,New
United States,United Kingdom,1981,223,trainer/combat aircraft,New
Sweden,United Kingdom,1978,1300,BVRAAM,New
Mexico,United Kingdom,1973,31,patrol craft,New
Romania,United Kingdom,1968,4,light transport aircraft,New
Egypt,United Kingdom,1977,9000,anti-tank missile,New
Belgium,United Kingdom,1970,153,light tank,New
Australia,United Kingdom,1977,15,patrol craft,New
Belgium,United Kingdom,1970,136,light tank,New
Belgium,United Kingdom,1970,43,tank destroyer,New
Yugoslavia,United Kingdom,1959,23,helicopter,New
Indonesia,United Kingdom,1974,1,light transport aircraft,New
Zambia,United Kingdom,1971,1,transport aircraft,New
Jordan,United Kingdom,1955,1,transport/trainer aircraft,Second hand but modernized
Brazil,United Kingdom,1962,6,transport aircraft,New
Belgium,United Kingdom,1974,3,transport aircraft,New
Nepal,United Kingdom,1969,1,light transport aircraft,New
Nepal,United Kingdom,1974,1,transport aircraft,New
Brunei,United Kingdom,1970,1,transport aircraft,New
Burkina Faso,United Kingdom,1976,1,transport aircraft,New
Djibouti,United Kingdom,2012,7,APC,Second hand
United States,United Kingdom,1987,427,towed gun,New
Pakistan,United Kingdom,2016,3,MP aircraft radar,New
Germany,United Kingdom,1956,97,armoured car,New
India,United Kingdom,1993,15,FGA aircraft,New
France,United Kingdom,1967,40,ASW helicopter,New
Estonia,United Kingdom,2006,3,minehunter,Second hand
Malaysia,United Kingdom,1990,18,FGA aircraft,New
Congo,United Kingdom,2015,28,APC,Second hand
Malaysia,United Kingdom,1990,10,trainer/combat aircraft,New
United States,United Kingdom,1990,8,patrol craft,New
Malaysia,United Kingdom,2006,8,turbojet,New
Denmark,United Kingdom,1982,2,air search radar,New
Syria,United Kingdom,1950,40,fighter aircraft,Second hand
Switzerland,United Kingdom,1951,64,armoured car,Second hand
Malawi,United Kingdom,1964,2,light transport aircraft,Second hand
Portugal,United Kingdom,1993,1,air search radar,New
Jordan,United Kingdom,1960,1,air search radar,New
Turkiye,United Kingdom,1992,90,anti-ship/ASW torpedo,New
Indonesia,United Kingdom,1983,3,trainer/combat aircraft,New
Iran,United Kingdom,1970,2,height-finding radar,New
Australia,United Kingdom,1951,143,tank,New
Jordan,United Kingdom,1956,24,tank destroyer,Second hand
Singapore,United Kingdom,1955,1,patrol craft,New
Pakistan,United Kingdom,1987,10,APC,New
Finland,United Kingdom,1962,1,frigate,Second hand
Malawi,United Kingdom,1985,3,light transport aircraft,New
Nigeria,United Kingdom,1980,75,APC,New
Uganda,United Kingdom,1964,2,light helicopter,New
Seychelles,United Kingdom,1979,1,maritime patrol aircraft,New
Australia,United Kingdom,1945,2,destroyer,New
Australia,United Kingdom,1946,3,destroyer,New
Yugoslavia,United Kingdom,1962,4,minesweeper,New
Denmark,United Kingdom,1960,6,FAC,New
Italy,United Kingdom,1953,20,minesweeper,New
Iran,United Kingdom,1973,950,SAM,New
Sri Lanka,United Kingdom,1985,1,transport aircraft,Second hand
Belgium,United Kingdom,1953,1,light transport aircraft,New
Belgium,United Kingdom,1953,12,light transport aircraft,New
Belgium,United Kingdom,1958,2,light transport aircraft,New
Sweden,United Kingdom,1946,661,turbojet,New
Belgium,United Kingdom,1951,12,fighter aircraft,New
Sweden,United Kingdom,1953,450,turbojet,New
Sweden,United Kingdom,1953,600,turbojet,New
South Yemen,United Kingdom,1966,15,armoured car,New
South Korea,United Kingdom,2018,4,gas turbine,New
NATO**,United Kingdom,1955,16,air search radar,New
Canada,United Kingdom,1953,1,air search radar,New
Thailand,United Kingdom,2004,22,towed gun,New
Greece,United Kingdom,1999,2,MCM ship,Second hand
Kuwait,United Kingdom,1993,254,IFV,New
Indonesia,United Kingdom,1993,8,trainer/combat aircraft,New
Malaysia,United Kingdom,1992,2,frigate,New
Saudi Arabia,United Kingdom,1993,48,FGA aircraft,New
Belgium,United Kingdom,1954,16,minesweeper,New
Indonesia,United Kingdom,1985,21,SAM system,New
Indonesia,United Kingdom,1986,9,SAM system,New
Indonesia,United Kingdom,1986,120,SAM,New
Indonesia,United Kingdom,1984,21,SAM system,New
Indonesia,United Kingdom,1985,400,SAM,New
Indonesia,United Kingdom,1984,300,SAM,New
Belgium,United Kingdom,1974,5,transport helicopter,New
United States,United Kingdom,1981,32,SAM system,New
Netherlands,United Kingdom,1953,32,minesweeper,New
United States,United Kingdom,1981,650,SAM,New
Norway,United Kingdom,1978,6,helicopter,New
Netherlands,United Kingdom,1975,6,helicopter,New
Netherlands,United Kingdom,1977,10,ASW helicopter,New
Portugal,United Kingdom,1954,4,minesweeper,New
Italy,United Kingdom,1980,136,turbofan,New
Saudi Arabia,United Kingdom,1949,2,trainer aircraft,Second hand
Malaysia,United Kingdom,2007,31,SAM,New
Singapore,United Kingdom,1994,250,SAM,New
Singapore,United Kingdom,1994,12,SAM system,New
Turkiye,United Kingdom,1996,78,SAM system,New
Oman,United Kingdom,1992,800,SAM,New
Canada,United Kingdom,1950,2,fighter aircraft,Second hand
Jordan,United Kingdom,1967,11,fighter aircraft,Second hand
Australia,United Kingdom,1952,1,aircraft carrier,Second hand
Australia,United Kingdom,1989,1,replenishment tanker,Second hand
New Zealand,United Kingdom,1965,2,minesweeper,Second hand
Ghana,United Kingdom,1964,1,minesweeper,Second hand
New Zealand,United Kingdom,1965,1,frigate,Second hand
France,United Kingdom,1951,4,submarine,Second hand
India,United Kingdom,1979,18,FGA aircraft,Second hand
Norway,United Kingdom,1952,2,frigate,Second hand
Oman,United Kingdom,1981,12,tank,Second hand
Canada,United Kingdom,1998,4,submarine,New
New Zealand,United Kingdom,1955,16,fighter aircraft,Second hand
United States,United Kingdom,1981,1,replenishment ship,Second hand
New Zealand,United Kingdom,1953,8,fighter aircraft,Second hand
Kenya,United Kingdom,1964,1,patrol craft,Second hand
Italy,United Kingdom,1994,24,fighter aircraft,Second hand
United States,United Kingdom,1980,1,replenishment ship,Second hand
Denmark,United Kingdom,1972,30,ship engine,New
Switzerland,United Kingdom,1957,1,fighter aircraft,New
Ghana,United Kingdom,1987,4,turbojet,New
UAE,United Kingdom,1990,2,turbojet,New
Greece,United Kingdom,1980,4,ship engine,New
Belgium,United Kingdom,1949,37,fighter aircraft,New
India,United Kingdom,1980,61,turbojet,New
Australia,United Kingdom,2012,19,towed gun,New
Saudi Arabia,United Kingdom,1966,40,fighter aircraft,New
South Yemen,United Kingdom,1967,4,trainer aircraft,Second hand but modernized
South Yemen,United Kingdom,1965,6,light helicopter,New
Portugal,United Kingdom,1960,12,aircraft engine,New
Iran,United Kingdom,1958,2,helicopter,New
Kuwait,United Kingdom,1962,350,anti-tank missile,New
Saudi Arabia,United Kingdom,1963,500,anti-tank missile,New
UAE,United Kingdom,1970,480,anti-tank missile,New
India,United Kingdom,1964,190,turbojet,New
India,United Kingdom,1953,104,turbojet,New
India,United Kingdom,2010,57,trainer/combat aircraft,New
Oman,United Kingdom,2007,3,frigate,New
Iran,United Kingdom,1966,4,frigate,New
United States,United Kingdom,1973,20,FGA aircraft,New
United States,United Kingdom,1969,90,FGA aircraft,New
Tanzania,United Kingdom,1976,3,transport aircraft,New
Pakistan,United Kingdom,2015,4,ship engine,New
Australia,United Kingdom,2015,2,air refuel system,New
Brazil,United Kingdom,1980,56,turbofan,New
Ukraine,United Kingdom,2014,75,APC,Second hand
Botswana,United Kingdom,1994,20,light tank,Second hand but modernized
Jordan,United Kingdom,1967,143,tank,Second hand
Pakistan,United Kingdom,1981,25,SAM,Second hand
Israel,United Kingdom,1967,400,tank,Second hand
Israel,United Kingdom,1963,250,tank,Second hand but modernized
Angola,United Kingdom,2015,1,MP aircraft radar,New
Angola,United Kingdom,1978,20,light transport aircraft,New
Italy,United Kingdom,1999,200,ASM,New
Brazil,United Kingdom,2011,3,OPV,New
Lithuania,United Kingdom,2008,2,MCM ship,Second hand but modernized
United States,United Kingdom,2011,642,ASM,Second hand
Ukraine,United Kingdom,2022,90,ASM,New
France,United Kingdom,1951,94,fighter aircraft,New
Yugoslavia,United Kingdom,1951,60,fighter aircraft,Second hand
Venezuela,United Kingdom,1965,10,bomber aircraft,Second hand but modernized
Venezuela,United Kingdom,1965,2,bomber aircraft,Second hand
Venezuela,United Kingdom,1957,8,bomber aircraft,New
France,United Kingdom,1952,16,fighter aircraft,Second hand
Yugoslavia,United Kingdom,1954,10,light helicopter,New
Belgium,United Kingdom,1970,469,APC,New
Greece,United Kingdom,1953,104,fighter aircraft,Second hand
South Africa,United Kingdom,1963,16,bomber aircraft,New
United States,United Kingdom,2018,18,towed gun,New
Ireland,United Kingdom,2014,1,OPV,New
Jordan,United Kingdom,2015,8,trainer aircraft,Second hand
Portugal,United Kingdom,1988,2,air search radar,New
Zambia,United Kingdom,1971,12,SAM system,New
India,United Kingdom,1979,85,FGA aircraft,New
Zambia,United Kingdom,1978,1,air search radar,New
Zambia,United Kingdom,1966,1,landing ship,Second hand
Zambia,United Kingdom,1964,28,APV,Second hand
Zambia,United Kingdom,1964,1,transport aircraft,New
Denmark,United Kingdom,1953,216,tank,New
Norway,United Kingdom,1950,1,submarine,Second hand
Ecuador,United Kingdom,1980,2,air search radar,New
Guyana,United Kingdom,1978,2,light transport aircraft,New
